Agency,Department,Year,Requests Pending Start Year,Requests Received,Requests Processed,Requests Pending End Year,Released in Full Ratio,Released in Part Ratio,Denied in Full Ratio
DOL,ETA,2008,191,817,946,62,0.6887,0.2642,0.0472
DOL,MSHA,2011,199,2225,2252,172,0.4342,0.5189,0.0469
DOL,WHD,2011,224,2241,2116,349,0.0948,0.7854,0.1199
DOL,MSHA,2012,229,2010,2109,130,0.4226,0.5247,0.0527
DOL,ESA,2008,260,2996,3096,160,0.4374,0.4486,0.114
DOL,WHD,2012,390,2749,2701,438,0.0798,0.7625,0.1577
DOL,OSHA,2010,436,8463,8613,286,0.1133,0.686,0.2007
DOL,OSHA,2011,441,8251,8324,368,0.1086,0.7071,0.1843
DOL,WHD,2013,449,2737,2780,406,0.0632,0.8302,0.1066
DOL,WHD,2015,511,2726,2832,405,0.0381,0.8526,0.1093
DOL,OSHA,2014,539,8330,8520,349,0.0782,0.6805,0.2413
DOL,OSHA,2013,550,8628,8816,362,0.1258,0.6672,0.207
DOL,WHD,2014,555,2732,2885,402,0.0473,0.7941,0.1586
DOL,OSHA,2008,589,12646,12509,726,0.0834,0.7176,0.1991
DOL,OSHA,2015,617,9123,9325,415,0.0696,0.6881,0.2423
DOL,OSHA,2012,677,8684,8952,409,0.1054,0.7193,0.1752
DOL,OSHA,2009,726,8328,8618,436,0.0935,0.7005,0.2061
DOT,SLSDC,2014,0,11,11,0,0.4,0.6,0
DOT,SLSDC,2013,0,7,7,0,0,1,0
DOT,SLSDC,2012,0,22,22,0,0.4,0.6,0
DOT,SLSDC,2011,0,18,18,0,0.7,0.3,0
DOT,SLSDC,2010,0,9,9,0,0.75,0,0.25
DOT,RITA,2010,0,43,42,1,0.6129,0.3226,0.0645
DOT,SLSDC,2009,0,5,5,0,0.75,0.25,0
DOT,SLSDC,2015,0,28,28,0,0.9091,0.0909,0
DOT,RITA,2012,1,48,46,3,0.5,0.4375,0.0625
DOT,RITA,2009,1,47,48,0,0.6774,0.1935,0.129
DOT,SLSDC,2008,1,19,20,0,0.6429,0.3571,0
DOT,RITA,2011,2,41,42,1,0.6429,0.2857,0.0714
DOT,RITA,2008,2,46,45,3,0.6944,0.25,0.0556
DOT,RITA,2015,2,0,2,0,,,
DOT,RITA,2013,3,27,26,4,0.8421,0.1579,0
DOT,RITA,2014,4,16,18,2,0.5,0.4167,0.0833
DOT,FTA,2011,9,281,272,18,0.5538,0.4462,0
DOT,FTA,2010,9,196,196,9,0.4082,0.5646,0.0272
DOT,FTA,2008,11,212,196,27,0.4964,0.4892,0.0144
DOT,FTA,2015,11,281,273,19,0.5077,0.4564,0.0359
DOT,NHTSA,2010,13,281,242,52,0.3846,0.5549,0.0604
DOT,NHTSA,2008,13,199,190,22,0.6092,0.3908,0
DOT,PHMSA,2010,14,156,127,43,0.596,0.404,0
DOT,OIG,2012,15,99,98,16,0.0702,0.7895,0.1404
DOT,OIG,2013,16,117,107,26,0.1429,0.6667,0.1905
DOT,FTA,2013,17,278,271,24,0.5303,0.4596,0.0101
DOT,FTA,2012,18,323,324,17,0.4637,0.5242,0.0121
DOT,OIG,2011,19,85,89,15,0.0682,0.75,0.1818
DOT,OIG,2010,21,69,71,19,0.1667,0.6667,0.1667
DOT,NHTSA,2009,22,267,276,13,0.625,0.2708,0.1042
DOT,FTA,2014,24,252,265,11,0.5131,0.4503,0.0366
DOT,OST,2011,24,257,244,37,0.6589,0.3333,0.0078
DOT,FHWA,2015,24,361,368,17,0.6573,0.3266,0.0161
DOT,OST,2010,25,238,239,24,0.4746,0.4746,0.0508
DOT,OIG,2014,26,114,110,30,0.2373,0.5763,0.1864
DOT,FTA,2009,27,201,219,9,0.4852,0.4497,0.0651
DOT,NHTSA,2012,29,231,200,60,0.5188,0.4511,0.0301
DOT,OIG,2015,30,103,119,14,0.2206,0.6324,0.1471
DOT,PHMSA,2013,33,198,151,80,0.8241,0.1481,0.0278
DOT,NHTSA,2014,34,269,225,78,0.4559,0.4412,0.1029
DOT,MARAD,2015,36,105,124,17,0.6154,0.3846,0
DOT,OST,2012,37,340,326,51,0.568,0.4142,0.0178
DOT,PHMSA,2012,38,148,153,33,0.8431,0.1373,0.0196
DOT,PHMSA,2011,43,161,167,37,0.6288,0.3409,0.0303
DOT,PHMSA,2009,46,100,132,14,0.7284,0.2346,0.037
DOT,FHWA,2010,48,352,341,59,0.6793,0.2954,0.0253
DOT,FHWA,2009,48,433,431,50,0.8021,0.1802,0.0177
DOT,FHWA,2008,51,469,472,48,0.7194,0.2716,0.009
DOT,FHWA,2014,52,438,463,27,0.7028,0.2755,0.0217
DOT,NHTSA,2011,52,216,239,29,0.5111,0.3852,0.1037
DOT,OST,2013,54,345,327,72,0.4756,0.5122,0.0122
DOT,FRA,2013,58,376,332,102,0.7123,0.2785,0.0091
DOT,FHWA,2011,59,429,410,78,0.6531,0.3321,0.0148
DOT,NHTSA,2013,60,220,243,37,0.6765,0.2721,0.0515
DOT,FHWA,2013,62,407,416,53,0.7585,0.1907,0.0508
DOT,FRA,2012,63,337,342,58,0.6292,0.3583,0.0125
DOT,MARAD,2014,65,71,100,36,0.5,0.5,0
DOT,OST,2009,65,294,334,25,0.5621,0.3905,0.0473
DOT,MARAD,2013,68,134,136,66,0.7582,0.2418,0
DOT,PHMSA,2014,71,165,154,82,0.7101,0.2899,0
DOT,OST,2014,72,318,287,103,0.4583,0.5417,0
DOT,OIG,2009,72,88,139,21,0.1978,0.6593,0.1429
DOT,FHWA,2012,74,517,531,60,0.713,0.2841,0.0029
DOT,NHTSA,2015,77,262,249,90,0.391,0.4167,0.1923
DOT,PHMSA,2015,82,187,159,110,0.6939,0.2755,0.0306
DOT,OIG,2008,84,82,94,72,0.0698,0.9302,0
DOT,MARAD,2012,91,102,126,67,0.8404,0.1596,0
DOT,PHMSA,2008,94,120,168,46,0.7815,0.1849,0.0336
DOT,FRA,2014,102,412,396,118,0.6263,0.3665,0.0071
DOT,FRA,2008,103,418,392,129,0.7448,0.2448,0.0105
DOT,OST,2015,103,366,378,91,0.4932,0.4796,0.0271
DOT,FMCSA,2010,107,1087,1029,165,0.3023,0.6965,0.0012
DOT,FRA,2011,109,316,362,63,0.6275,0.3684,0.004
DOT,FRA,2015,118,535,355,298,0.65,0.285,0.065
DOT,FRA,2009,127,373,351,149,0.7118,0.2795,0.0087
DOT,FRA,2010,149,352,392,109,0.6314,0.3647,0.0039
DOT,FMCSA,2009,149,932,974,107,0.2878,0.6965,0.0158
DOT,MARAD,2011,157,119,180,96,0.8414,0.131,0.0276
DOT,MARAD,2008,159,144,133,170,0.7895,0.1404,0.0702
DOT,FMCSA,2011,168,1774,1586,356,0.464,0.5314,0.0045
DOT,MARAD,2009,170,109,79,200,0.7609,0.2391,0
DOT,MARAD,2010,197,156,196,157,0.9007,0.0922,0.0071
DOT,OST,2008,197,276,408,65,0.4913,0.4798,0.0289
DOT,FMCSA,2008,254,998,1082,170,0.3327,0.6633,0.004
DOT,FMCSA,2012,355,1945,1921,379,0.4774,0.5206,0.002
DOT,FMCSA,2013,379,1793,1785,387,0.3454,0.6546,0
DOT,FMCSA,2014,388,1815,1431,772,0.3003,0.6979,0.0018
DOT,FAA,2013,699,6650,6434,915,0.7534,0.2339,0.0127
DOT,FMCSA,2015,761,1510,1538,733,0.3004,0.6978,0.0018
DOT,FAA,2012,800,6834,6899,735,0.7156,0.2714,0.013
DOT,FAA,2010,877,7424,7237,1064,0.7124,0.2682,0.0194
DOT,FAA,2014,899,8131,7753,1277,0.7946,0.1962,0.0092
DOT,FAA,2011,998,8367,8483,882,0.7728,0.2105,0.0167
DOT,FAA,2009,1024,6169,6294,899,0.6531,0.323,0.0239
DOT,FAA,2015,1245,9636,9088,1793,0.7865,0.2051,0.0084
DOT,FAA,2008,1270,6975,7202,1043,0.6353,0.3477,0.0171
ED,OM-PIRMS,2015,,,,,,,
ED,IES-NAGB,2014,0,2,2,0,0,1,0
ED,OSHS,2014,0,0,0,0,,,
ED,OCTAE,2014,0,4,4,0,0,1,0
ED,OSERS,2014,0,47,44,3,0.0833,0.9167,0
ED,OCO,2014,0,4,2,2,,,
ED,OCFO,2014,0,5,4,1,0,0.5,0.5
ED,IES-NAGB,2013,0,1,1,0,0,1,0
ED,ODS,2013,0,10,8,2,0.6667,0.3333,0
ED,OSDFS,2013,0,0,0,0,,,
ED,OVAE,2013,0,2,2,0,0.5,0.5,0
ED,OELA,2013,0,0,0,0,,,
ED,OCIO,2013,0,8,7,1,0.3333,0.5,0.1667
ED,IES-NAGB,2012,0,0,0,0,,,
ED,OVAE,2012,0,5,5,0,0.75,0.25,0
ED,OCR-12 Cleveland,2012,0,41,37,4,0.5333,0.3333,0.1333
ED,IES-NAGB,2011,0,3,3,0,1,0,0
ED,OCR-9 San Francisco,2011,0,64,62,2,0.371,0.629,0
ED,OCR-10 Seattle,2011,0,117,116,1,0.2075,0.7925,0
ED,OUS,2010,0,3,0,3,,,
ED,OCR-12 Cleveland,2010,0,41,37,4,0.5556,0.2593,0.1852
ED,OCR-Denver,2009,0,57,53,4,0.2609,0.6522,0.087
ED,OCR-Cleveland,2009,0,28,28,0,0.6,0.3,0.1
ED,OCR-Seattle,2009,0,77,74,3,0.2879,0.7121,0
ED,OCR-San Francisco,2009,0,50,47,3,0.2619,0.7143,0.0238
ED,IES-NAGB,2009,0,5,0,5,,,
ED,OM,2009,0,36,33,3,0.6,0.36,0.04
ED,OCIO,2009,0,6,4,2,0.3333,0.6667,0
ED,OCR-Cleveland,2008,0,56,56,0,0.4182,0.4182,0.1636
ED,OCFO-FSS,2008,0,7,1,6,1,0,0
ED,IES-NAGB,2015,0,2,2,0,1,0,0
ED,OSHS,2015,0,0,0,0,,,
ED,OCTAE,2015,0,1,1,0,,,
ED,OCIO,2015,0,4,4,0,1,0,0
ED,OII,2014,1,36,34,3,0.375,0.625,0
ED,OGC,2014,1,2,3,0,0,0.6667,0.3333
ED,OLCA,2014,1,5,6,0,0.6667,0.3333,0
ED,OUS,2014,1,6,6,1,0,1,0
ED,OCR-9 San Francisco,2014,1,71,68,4,0.127,0.5714,0.3016
ED,OCR-8 Denver,2014,1,42,41,2,0.0625,0.4375,0.5
ED,OCIO,2014,1,14,15,0,0.4615,0.5385,0
ED,OGC,2013,1,3,3,1,0,1,0
ED,OPEPD,2013,1,5,5,1,1,0,0
ED,OLCA,2013,1,6,6,1,0.8,0.2,0
ED,OUS,2013,1,1,1,1,0,1,0
ED,OSERS,2013,1,82,83,0,0.16,0.84,0
ED,OCO,2013,1,1,2,0,1,0,0
ED,OUS,2012,1,8,9,0,0.5,0.5,0
ED,OCIO,2012,1,3,3,1,0.6667,0.3333,0
ED,OCR-10 Seattle,2012,1,113,109,5,0.1616,0.8384,0
ED,OLCA,2011,1,6,1,6,1,0,0
ED,OVAE,2011,1,11,12,0,0.5556,0.4444,0
ED,OVAE,2010,1,7,7,1,0.5,0.5,0
ED,OCO,2010,1,3,0,4,,,
ED,OCFO-FSS,2010,1,1,1,1,,,
ED,OLCA,2009,1,10,6,5,0.75,0.25,0
ED,IES,2009,1,38,37,2,0.125,0.8438,0.0313
ED,OUS,2009,1,3,4,0,1,0,0
ED,OVAE,2009,1,7,7,1,0.5,0.5,0
ED,OCR,2009,1,81,78,4,0.25,0.7321,0.0179
ED,OCFO,2009,1,10,7,4,1,0,0
ED,OCO,2008,1,3,1,3,1,0,0
ED,OLCA,2015,1,2,3,0,0,1,0
ED,OUS,2015,1,2,2,1,,,
ED,OCO,2015,1,2,3,0,0.5,0.5,0
ED,OCFO,2015,1,5,6,0,1,0,0
ED,OCR-10 Seattle,2015,1,75,72,4,0.2239,0.7313,0.0448
ED,OESE,2014,2,74,71,5,0.2045,0.7955,0
ED,OPEPD,2014,2,4,2,4,1,0,0
ED,OCR-10 Seattle,2014,2,86,87,1,0.2267,0.76,0.0133
ED,IES,2013,2,51,46,7,0.2,0.8,0
ED,OCR-3 Philadelphia,2013,2,94,90,6,0.3,0.6875,0.0125
ED,OCR-8 Denver,2013,2,34,35,1,0.0333,0.5,0.4667
ED,OCO,2012,2,5,6,1,0.6667,0.3333,0
ED,OCR-9 San Francisco,2012,2,76,75,3,0.3768,0.5507,0.0725
ED,OIG,2011,2,58,49,11,0.2121,0.3636,0.4242
ED,OCR-5 Chicago,2011,2,131,132,1,0.6053,0.3509,0.0439
ED,OCR-8 Denver,2011,2,60,58,4,0.2245,0.7755,0
ED,IES,2010,2,53,48,7,0.25,0.75,0
ED,OCIO,2010,2,6,3,5,0.6667,0.3333,0
ED,OIG,2009,2,30,26,6,0.0526,0.6316,0.3158
ED,OCR-Chicago,2009,2,89,86,5,0.7532,0.2078,0.039
ED,OCR-Denver,2008,2,52,54,0,0.3191,0.617,0.0638
ED,OCR-Metro,2008,2,75,71,6,0.2239,0.7761,0
ED,OCR-San Francisco,2008,2,59,61,0,0.2909,0.5636,0.1455
ED,OPEPD,2008,2,10,4,8,,,
ED,OUS,2008,2,0,1,1,,,
ED,OCR-Atlanta,2008,2,61,54,9,0.3953,0.5116,0.093
ED,OCR-Dallas,2008,2,76,75,3,0.3333,0.619,0.0476
ED,OGC,2015,2,5,2,5,0.5,0.5,0
ED,OPEPD,2015,2,5,4,3,0.5,0,0.5
ED,OCR-8 Denver,2015,2,46,44,4,0.069,0.4483,0.4828
ED,OIG,2014,3,60,60,3,0.1304,0.5652,0.3043
ED,ODS,2014,3,10,8,5,0.8333,0.1667,0
ED,OCR-9 San Francisco,2013,3,89,91,1,0.2471,0.5882,0.1647
ED,OCFO,2013,3,1,4,0,1,0,0
ED,ODS,2012,3,5,8,0,0.6667,0.1667,0.1667
ED,OELA,2012,3,3,6,0,0,1,0
ED,OCFO,2012,3,8,9,2,0.875,0.125,0
ED,OM,2011,3,43,35,11,0.56,0.36,0.08
ED,OUS,2011,3,15,5,13,0.3333,0.6667,0
ED,OCFO-CAM,2011,3,48,46,5,0.6098,0.3659,0.0244
ED,OM,2010,3,14,14,3,0.625,0.25,0.125
ED,OELA,2010,3,8,6,5,0,1,0
ED,OCR-9 San Francisco,2010,3,55,58,0,0.4259,0.537,0.037
ED,OCR-10 Seattle,2010,3,63,66,0,0.3115,0.6557,0.0328
ED,OCR-Dallas,2009,3,105,104,4,0.3478,0.5978,0.0543
ED,OCO,2009,3,2,4,1,0.5,0,0.5
ED,OM,2008,3,40,43,0,0.4583,0.5417,0
ED,OLCA,2008,3,1,3,1,0.6667,0.3333,0
ED,OVAE,2008,3,8,10,1,0.2857,0.7143,0
ED,OCIO,2008,3,5,8,0,0.8571,0,0.1429
ED,OII,2015,3,59,59,3,0.2927,0.7073,0
ED,OSERS,2015,3,49,46,6,0.3095,0.6905,0
ED,OCR-9 San Francisco,2015,3,66,68,1,0.1692,0.7077,0.1231
ED,OCR-1 Boston,2014,4,113,108,9,0.1089,0.6535,0.2376
ED,OCR-12 Cleveland,2014,4,37,34,7,0.4643,0.2857,0.25
ED,OII,2013,4,26,29,1,0.2727,0.7273,0
ED,OCR-12 Cleveland,2013,4,31,31,4,0.44,0.32,0.24
ED,OCR-10 Seattle,2013,4,86,88,2,0.2078,0.7922,0
ED,OPEPD,2012,4,4,4,4,0.6667,0.3333,0
ED,OSDFS,2012,4,4,8,0,0.1429,0.8571,0
ED,OESE,2011,4,76,80,0,0.125,0.875,0
ED,OCR-12 Cleveland,2011,4,42,45,1,0.3333,0.6667,0
ED,OCO,2011,4,7,6,5,1,0,0
ED,OCR-6 Dallas,2010,4,110,109,5,0.3111,0.5889,0.1
ED,OCR,2010,4,87,84,7,0.2462,0.7538,0
ED,OCR-8 Denver,2010,4,41,43,2,0.2727,0.5152,0.2121
ED,OCFO,2010,4,7,6,5,1,0,0
ED,OCR-Boston,2009,4,140,130,14,0.2581,0.7177,0.0242
ED,OCR-Seattle,2008,4,92,96,0,0.4359,0.5128,0.0513
ED,OS,2008,4,8,3,9,0.5,0.5,0
ED,OCR-Chicago,2008,4,91,93,2,0.4444,0.4691,0.0864
ED,OELA,2008,4,22,18,8,0.0588,0.9412,0
ED,OCFO,2008,4,6,9,1,0.6667,0.3333,0
ED,OIG,2015,4,59,61,2,0.1489,0.6809,0.1702
ED,ODS,2015,4,3,7,0,0.75,0.25,0
ED,OM,2014,5,41,39,7,0.2609,0.7391,0
ED,OIG,2013,5,71,73,3,0.1864,0.5763,0.2373
ED,OCR-5 Chicago,2013,5,153,152,6,0.6549,0.2817,0.0634
ED,OLCA,2012,5,3,7,1,0.75,0.25,0
ED,IES,2012,5,35,38,2,0.125,0.875,0
ED,OCR-7 Kansas City,2012,5,28,24,9,0.1739,0.5652,0.2609
ED,OCR-8 Denver,2012,5,49,52,2,0.119,0.5,0.381
ED,OCR-6 Dallas,2011,5,84,89,0,0.2973,0.7027,0
ED,OELA,2011,5,10,11,4,0.1667,0.8333,0
ED,OCFO,2011,5,11,10,6,0.4,0.6,0
ED,OCIO,2011,5,4,9,0,0.6,0.4,0
ED,IES-NAGB,2010,5,2,7,0,0.6667,0.3333,0
ED,OLCA,2010,5,0,4,1,0.5,0.5,0
ED,OCR-5 Chicago,2010,5,103,106,2,0.663,0.3261,0.0109
ED,OCR-Kansas City,2009,5,40,36,9,0.6667,0.1667,0.1667
ED,OCR-Boston,2008,5,118,119,4,0.1455,0.8364,0.0182
ED,OESE,2015,5,69,71,3,0.1463,0.8293,0.0244
ED,OCR-3 Philadelphia,2015,5,83,86,2,0.1266,0.6962,0.1772
ED,IES,2014,6,48,46,8,0.0645,0.9355,0
ED,OCR-3 Philadelphia,2014,6,91,92,5,0.2267,0.6667,0.1067
ED,OCFO-CAM,2014,6,31,29,8,0.1818,0.6364,0.1818
ED,OGC,2012,6,7,12,1,0.3333,0.6667,0
ED,OCR-4 Atlanta,2012,6,77,66,17,0.2833,0.6,0.1167
ED,OCR-3 Philadelphia,2011,6,71,71,6,0.1111,0.8413,0.0476
ED,OCR-Metro D.C.,2011,6,88,81,13,0.1897,0.8103,0
ED,OIG,2010,6,46,50,2,0.0278,0.4167,0.5556
ED,OCFO-CAM,2010,6,41,45,2,0.5,0.4737,0.0263
ED,OII,2009,6,48,35,19,0.2308,0.7692,0
ED,OCR-Metro,2009,6,77,73,10,0.4308,0.5538,0.0154
ED,OCFO-FSS,2009,6,1,6,1,0.8,0.2,0
ED,OIG,2008,6,43,47,2,0.2059,0.5,0.2941
ED,OM-OCPO,2015,6,220,201,25,0.4286,0.5,0.0714
ED,OCR-6 Dallas,2015,6,105,96,15,0.1529,0.6588,0.1882
ED,OCR-5 Chicago,2014,7,156,156,7,0.4823,0.3972,0.1206
ED,OCR-4 Atlanta,2014,7,49,40,16,0.0909,0.2121,0.697
ED,OCR-6 Dallas,2014,7,110,111,6,0.28,0.54,0.18
ED,OM,2013,7,59,61,5,0.383,0.5957,0.0213
ED,OCR,2013,7,93,89,11,0.2568,0.7297,0.0135
ED,OCR-6 Dallas,2012,7,82,81,8,0.4,0.4533,0.1467
ED,IES,2011,7,40,47,0,0.2895,0.6842,0.0263
ED,OCR-4 Atlanta,2011,7,64,69,2,0.5397,0.3968,0.0635
ED,OCR,2011,7,99,106,0,0.2561,0.7195,0.0244
ED,OGC,2009,7,19,18,8,0.4545,0.5455,0
ED,IES,2008,7,40,46,1,0.1351,0.8649,0
ED,OM,2015,7,44,46,5,0.2424,0.7576,0
ED,OCR-5 Chicago,2015,7,144,144,7,0.6222,0.3111,0.0667
ED,OCR-12 Cleveland,2015,7,30,32,5,0.4444,0.2593,0.2963
ED,OCFO-CAM,2015,7,40,45,2,0.1463,0.7073,0.1463
ED,OCR-6 Dallas,2013,8,106,107,7,0.2766,0.5426,0.1809
ED,OIG,2012,8,62,63,7,0.1842,0.5,0.3158
ED,OII,2012,8,36,43,1,0.3056,0.6944,0
ED,OCR-3 Philadelphia,2012,8,75,82,1,0.1333,0.84,0.0267
ED,OCR,2012,8,100,101,7,0.2235,0.7529,0.0235
ED,OGC,2010,8,3,1,10,0,1,0
ED,OSERS,2010,8,38,34,12,0.4333,0.5667,0
ED,OPEPD,2009,8,32,30,10,0.3478,0.6087,0.0435
ED,OELA,2009,8,7,12,3,0.0833,0.75,0.1667
ED,OCR-Kansas City,2008,8,12,15,5,0.3333,0.6,0.0667
ED,OCR,2008,8,54,61,1,0.2727,0.7273,0
ED,IES,2015,8,32,39,1,0.2258,0.7419,0.0323
ED,OCR-7 Kansas City,2013,9,29,26,12,0.2692,0.4231,0.3077
ED,OCR-5 Chicago,2012,9,131,135,5,0.6441,0.3475,0.0085
ED,OS,2010,9,7,3,13,1,0,0
ED,OCR-7 Kansas City,2010,9,33,31,11,0.5385,0.3846,0.0769
ED,OS,2009,9,15,15,9,0.875,0.125,0
ED,OCR-Atlanta,2009,9,86,83,12,0.3286,0.4429,0.2286
ED,OGC,2008,9,8,10,7,0.25,0.75,0
ED,OCR-Philadelphia,2008,9,74,61,22,0.3818,0.5636,0.0545
ED,OCR-1 Boston,2015,9,82,77,14,0.1467,0.7467,0.1067
ED,OCFO-CAM,2013,10,44,48,6,0.2381,0.7619,0
ED,OESE,2012,10,78,79,9,0.1579,0.8421,0
ED,OM,2012,10,48,50,8,0.2895,0.6842,0.0263
ED,OGC,2011,10,16,10,16,0.2,0.8,0
ED,OPEPD,2010,10,27,22,15,0.0588,0.9412,0
ED,OCR-Metro D.C.,2010,10,40,44,6,0.2381,0.7619,0
ED,OCR,2014,11,133,119,25,0.2872,0.6489,0.0638
ED,OM-PIRMS,2014,11,256,250,17,0.4773,0.3977,0.125
ED,OII,2011,11,43,54,0,0.4375,0.5625,0
ED,OCR-7 Kansas City,2011,11,39,41,9,0.3226,0.6774,0
ED,OPE,2014,12,81,80,13,0.1692,0.8308,0
ED,OCR-7 Kansas City,2014,12,21,16,17,0.1667,0.3333,0.5
ED,OCR-Metro D.C.,2014,12,81,53,40,0.1042,0.875,0.0208
ED,OSERS,2011,12,42,43,11,0.3846,0.6154,0
ED,OCR-4 Atlanta,2010,12,58,63,7,0.5965,0.2456,0.1579
ED,OSERS,2009,12,54,58,8,0.4286,0.5714,0
ED,OESE,2013,13,91,102,2,0.2778,0.7222,0
ED,OS,2011,13,71,9,75,0.3333,0.6667,0
ED,OSDFS,2010,13,102,64,51,0.0667,0.9333,0
ED,OESE,2009,13,96,85,24,0.2,0.8,0
ED,OPE,2015,13,161,157,17,0.0935,0.9065,0
ED,OCR-1 Boston,2010,14,97,71,40,0.4179,0.5821,0
ED,OPE,2013,15,85,89,11,0.1733,0.8133,0.0133
ED,OCR-Metro D.C.,2013,15,90,93,12,0.1059,0.6941,0.2
ED,OCR-Metro D.C.,2012,15,74,74,15,0.1356,0.7119,0.1525
ED,OPEPD,2011,15,13,19,9,0.5455,0.4545,0
ED,OSERS,2012,16,29,43,2,0.4872,0.5128,0
ED,OPE,2008,16,92,87,21,0.4375,0.5625,0
ED,OCR-4 Atlanta,2015,16,65,59,22,0.4286,0.3265,0.2449
ED,OCR-7 Kansas City,2015,16,37,42,11,0.1429,0.4571,0.4
ED,OCR-4 Atlanta,2013,17,59,58,18,0.3043,0.4348,0.2609
ED,OCR-2 New York,2011,17,150,136,31,0.6423,0.2927,0.065
ED,OS,2014,18,16,11,23,0.4286,0.5714,0
ED,OS,2013,18,17,11,24,0.3333,0.6667,0
ED,OPE,2011,18,153,168,3,0.3131,0.6566,0.0303
ED,OPE,2010,18,105,105,18,0.4302,0.5581,0.0116
ED,OSERS,2008,18,81,87,12,0.3651,0.6349,0
ED,OCR-1 Boston,2013,19,115,131,3,0.0992,0.8017,0.0992
ED,OII,2010,19,45,53,11,0.6111,0.3889,0
ED,OCR-3 Philadelphia,2010,19,45,58,6,0.1321,0.8679,0
ED,OPE,2012,21,158,157,22,0.1691,0.8309,0
ED,OPE,2009,21,82,85,18,0.3636,0.6061,0.0303
ED,OCR-Philadelphia,2009,22,64,67,19,0.2414,0.6724,0.0862
ED,OCFO-CAM,2012,23,64,80,7,0.5,0.5,0
ED,OCR-2 New York,2010,23,146,152,17,0.782,0.188,0.0301
ED,OESE,2010,24,57,77,4,0.1034,0.8966,0
ED,OSDFS,2008,24,92,83,33,0.0794,0.9206,0
ED,FSA,2015,24,215,190,49,0.3083,0.4962,0.1955
ED,OCR,2015,24,160,164,20,0.4388,0.5036,0.0576
ED,OM-PIRMS,2013,25,296,294,27,0.088,0.912,0
ED,OCFO-CAM,2009,26,50,70,6,0.3898,0.6102,0
ED,OCR-1 Boston,2012,30,147,153,24,0.0797,0.8623,0.058
ED,OCR-New York,2009,30,144,151,23,0.656,0.288,0.056
ED,OS,2015,31,20,11,40,0.25,0.625,0.125
ED,OSDFS,2009,33,58,78,13,0.1556,0.8222,0.0222
ED,OCR-New York,2008,33,139,142,30,0.6371,0.3145,0.0484
ED,FSA,2012,35,335,328,42,0.7296,0.2618,0.0086
ED,FSA,2014,36,180,198,18,0.4406,0.4545,0.1049
ED,OS,2012,36,27,40,23,0.3824,0.6176,0
ED,OCR-2 New York,2012,38,165,162,41,0.3901,0.5461,0.0638
ED,OCFO-CAM,2008,38,81,93,26,0.5507,0.4493,0
ED,FSA,2011,39,287,325,1,0.7156,0.2756,0.0089
ED,OCR-Metro D.C.,2015,39,80,108,11,0.1379,0.7816,0.0805
ED,OCR-1 Boston,2011,40,158,135,63,0.065,0.8537,0.0813
ED,OII,2008,40,40,74,6,0.2264,0.7547,0.0189
ED,OCR-2 New York,2013,41,149,139,51,0.4018,0.5,0.0982
ED,OM-RIMS,2009,46,302,255,93,0.5233,0.4767,0
ED,M,2013,50,187,182,55,0.4,0.576,0.024
ED,OSDFS,2011,51,78,127,2,0.2195,0.7805,0
ED,OCR-2 New York,2014,55,161,139,77,0.5328,0.3607,0.1066
ED,FSA,2013,55,240,234,61,0.566,0.4151,0.0189
ED,M,2015,55,182,191,46,0.26,0.6733,0.0667
ED,OM-PIRMS,2012,56,43,59,40,0.5789,0.4211,0
ED,FSA,2009,57,358,347,68,0.7465,0.235,0.0184
ED,OESE,2008,60,51,98,13,0.1154,0.8846,0
ED,M,2012,65,118,138,45,0.3125,0.6875,0
ED,M,2014,66,157,169,54,0.2823,0.6774,0.0403
ED,FSA,2010,68,234,263,39,0.7791,0.1779,0.0429
ED,OCR-2 New York,2015,75,143,172,46,0.5676,0.3108,0.1216
ED,FSA,2008,90,251,284,57,0.765,0.235,0
ED,OM-RIMS,2010,93,386,342,137,0.4901,0.5099,0
ED,OM-PIRMS,2011,137,199,276,60,0.3644,0.6229,0.0127
ED,OM-RIMS,2008,241,73,268,46,0.2069,0.7931,0
HHS,AHRQ,2014,,,,,,,
HHS,PSC,2009,,,,,,,
HHS,PSC,2008,,,,,,,
HHS,AHRQ,2015,,,,,,,
HHS,ACL,2014,0,13,11,2,1,0,0
HHS,ACL,2013,0,18,18,0,0.8889,0.1111,0
HHS,ACL,2012,0,18,18,0,0.8333,0.1111,0.0556
HHS,AOA,2011,0,16,16,0,0,1,0
HHS,AOA,2010,0,27,27,0,0.4783,0.5217,0
HHS,OIG,2008,0,124,109,15,0.5676,0.2432,0.1892
HHS,AOA,2008,0,15,14,1,0.2857,0.7143,0
HHS,ACL,2015,0,11,11,0,0.5455,0.4545,0
HHS,AOA,2009,1,10,11,0,0.8571,0.1429,0
HHS,AHRQ,2009,5,72,68,9,0.5116,0.4651,0.0233
HHS,OIG,2014,6,843,815,34,0.3333,0.4341,0.2326
HHS,AHRQ,2013,6,0,6,0,,,
HHS,IHS,2013,6,124,102,28,0.6543,0.3333,0.0123
HHS,AHRQ,2012,6,57,57,6,0.2647,0.7353,0
HHS,AHRQ,2011,7,77,81,3,0.3125,0.6875,0
HHS,AHRQ,2008,7,61,63,5,0.8636,0.0909,0.0455
HHS,OIG,2012,10,664,656,18,0.4142,0.4083,0.1775
